,LOCALIZED,ISSN,ISSN.1,ISSN.2,ISBN,ISBN.1,ISBN.2,OTHER_SYSTEM_NUMBER,OTHER_SYSTEM_NUMBER.1,OTHER_SYSTEM_NUMBER.2,PORTFOLIO_PID,MMS,TITLE,FROM_YEAR,TO_YEAR,FROM_MONTH,TO_MONTH,FROM_DAY,TO_DAY,FROM_VOLUME,TO_VOLUME,FROM_ISSUE,TO_ISSUE,PUBLICATION_DATE_OPERATOR,PUBLICATION_DATE_YEAR,PUBLICATION_DATE_MONTH,GLOBAL_FROM_YEAR,GLOBAL_TO_YEAR,GLOBAL_FROM_MONTH,GLOBAL_TO_MONTH,GLOBAL_FROM_DAY,GLOBAL_TO_DAY,GLOBAL_FROM_VOLUME,GLOBAL_TO_VOLUME,GLOBAL_FROM_ISSUE,GLOBAL_TO_ISSUE,GLOBAL_PUBLICATION_DATE_OPERATOR,GLOBAL_PUBLICATION_DATE_YEAR,GLOBAL_PUBLICATION_DATE_MONTH,ACCESS_TYPE,PERPETUAL_FROM_YEAR,PERPETUAL_TO_YEAR,PERPETUAL_FROM_MONTH,PERPETUAL_TO_MONTH,PERPETUAL_FROM_DAY,PERPETUAL_TO_DAY,PERPETUAL_FROM_VOLUME,PERPETUAL_TO_VOLUME,PERPETUAL_FROM_ISSUE,PERPETUAL_TO_ISSUE,PERPETUAL_PUBLICATION_DATE_OPERATOR,PERPETUAL_PUBLICATION_DATE_YEAR,PERPETUAL_PUBLICATION_DATE_MONTH,AVAILABILITY,PUBLISHER,PLACE_OF_PUBLICATION,DATE_OF_PUBLICATION,URL,PARSER_PARAMETERS,PROXY_ENABLE,PROXY_SELECTED,PROXY_LEVEL,AUTHOR,ELECTRONIC_MATERIAL_TYPE,OWNERSHIP,GROUP_NAME,GROUP_FROM_YEAR,GROUP_TO_YEAR,GROUP_FROM_MONTH,GROUP_TO_MONTH,GROUP_FROM_DAY,GROUP_TO_DAY,GROUP_FROM_VOLUME,GROUP_TO_VOLUME,GROUP_FROM_ISSUE,GROUP_TO_ISSUE,GROUP_PUBLICATION_DATE_OPERATOR,GROUP_PUBLICATION_DATE_YEAR,GROUP_PUBLICATION_DATE_MONTH,GROUP_PROXY_ENABLE,GROUP_PROXY_SELECTED,GROUP_AUTHENTICATION_NOTES,GROUP_PUBLIC_NOTES,AUTHENTICATION_NOTES,PUBLIC_NOTES,INTERNAL_DESCRIPTION,COVERAGE_STATEMENT,ACTIVATION_DATE,EXPECTED_ACTIVATION_DATE,LICENSE,LICENSE_NAME,COLLECTION_LICENSE,COLLECTION_LICENSE_NAME,PDA,EBA,PO_LINE,LANGUAGE,COUNTER_PLATFORM,NOTES,MarkBuy
2625,N,,,,9780128193884,9780128193891,0128193891,(OCoLC)on1225554898,(OCoLC)1225554898,(OCoLC)1224956260,53443089100002917,991023705521502917,Photonics [electronic resource] / Leonard Dobrzyński [and more].,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACTIVE,"Elsevier,",San Diego :,2020.,http://libproxy.sdsu.edu/login?url=https://www.sciencedirect.com/science/book/9780128193884,,False,,,,BOOK,,,,,,,,,,,,,,,,,,,,,,,Only local,,,,,,,,,POL-12982,eng,,,
2626,N,,,,9780128184967,0128184965,0128184973,(OCoLC)on1235907627,(OCoLC)1235907627,,53443089140002917,991023705512002917,"Metal oxide-based nanostructured electrocatalysts for fuel cells, electrolyzers, and metal-air batteries [electronic resource] / edited by Teko W. Napporn and Yaovi Holade.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACTIVE,"Elsevier,",Amsterdam :,2021.,http://libproxy.sdsu.edu/login?url=https://www.sciencedirect.com/science/book/9780128184967,,False,,,,BOOK,,,,,,,,,,,,,,,,,,,,,,,Only local,,,,,,,,,POL-12982,eng,,,
2627,N,,,,,,,(OCoLC)on1124761068,(OCoLC)1124761068,,53443089170002917,991023705294702917,Fatigue life prediction of composites and composite structures / edited by Anastasios P. Vassilopoulos.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACTIVE,"Woodhead Publishing, an imprint of Elsevier,","Duxford, United Kingdom :",[2020],http://libproxy.sdsu.edu/login?url=https://www.sciencedirect.com/science/book/9780081025758,,False,,,,BOOK,,,,,,,,,,,,,,,,,,,,,,,Only local,,,,,,,,,POL-12982,eng,,,
2628,N,,,,9780128158203,0128158204,9780128162644,(OCoLC)on1127268113,(OCoLC)1127268113,(OCoLC)1127922116,53443089200002917,991023705291202917,"Titanium for consumer applications : real world use of titanium / Francis Froes, Ma Qian, Mitsuo Niinomi.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACTIVE,"Elsevier,","Amsterdam, Netherlands ; Cambridge, MA :",[2019],http://libproxy.sdsu.edu/login?url=https://www.sciencedirect.com/science/book/9780128158203,,False,,,"Froes, F. H.",BOOK,,,,,,,,,,,,,,,,,,,,,,,Only local,,,,,,,,,POL-12982,eng,,,
2629,N,,,,9780128148273,0128148284,9780128148280,(OCoLC)on1128830349,(OCoLC)1128830349,,53443089230002917,991023705288502917,"Advanced nanomaterials for inexpensive gas microsensors : synthesis, integration and applications / edited by Eduard Llobet Valero.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACTIVE,"Elsevier,",Amsterdam :,[2020],http://libproxy.sdsu.edu/login?url=https://www.sciencedirect.com/science/book/9780128148273,,False,,,,BOOK,,,,,,,,,,,,,,,,,,,,,,,Only local,,,,,,,,,POL-12982,eng,,,
2630,N,,,,9780081024034,0081024037,0081024045,(OCoLC)on1127876187,(OCoLC)1127876187,,53443089260002917,991023705290302917,"Dielectric metamaterials : fundamentals, designs and applications / edited by Igal Brener [and more].",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACTIVE,"Woodhead Publishing,","Duxford, United Kingdom :",©2020.,http://libproxy.sdsu.edu/login?url=https://www.sciencedirect.com/science/book/9780081024034,,False,,,,BOOK,,,,,,,,,,,,,,,,,,,,,,,Only local,,,,,,,,,POL-12982,eng,,,
2631,N,,,,9780128161982,9780128161982,0128161981,(OCoLC)on1117448522,(OCoLC)1117448522,(OCoLC)1229577450,53443089290002917,991023705298202917,"High-performance elastomeric materials reinforced by nano-carbons : multifunctional properties and industrial applications / edited by Luca Valentini, Miguel Angel Lopez Manchado.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACTIVE,"Elsevier,","Amsterdam, Netherlands :",2020.,http://libproxy.sdsu.edu/login?url=https://www.sciencedirect.com/science/book/9780128161982,,False,,,,BOOK,,,,,,,,,,,,,,,,,,,,,,,Only local,,,,,,,,,POL-12982,eng,,,
2632,N,,,,9780128145586,0128145587,9780128145593,(OCoLC)on1128031997,(OCoLC)1128031997,,53443089320002917,991023705289402917,"Advanced nanomaterials for electrochemical energy conversion and storage / edited by Fen Ran, Shaowei Chen.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACTIVE,"Elsevier,",Amsterdam :,[2020],http://libproxy.sdsu.edu/login?url=https://www.sciencedirect.com/science/book/9780128145586,,False,,,,BOOK,,,,,,,,,,,,,,,,,,,,,,,Only local,,,,,,,,,POL-12982,eng,,,
2633,N,,,,9780081028070,0081028083,9780081028087,(OCoLC)on1126283943,(OCoLC)1126283943,(OCoLC)1127191006,53443089350002917,991023705292102917,"Spinal cord injury (SCI) repair strategies / edited by Giuseppe Perale, Filippo Rossi.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACTIVE,"Elsevier,","Amsterdam, Netherlands :",[2020],http://libproxy.sdsu.edu/login?url=https://www.sciencedirect.com/science/book/9780081028070,,False,,,,BOOK,,,,,,,,,,,,,,,,,,,,,,,Only local,,,,,,,,,POL-12982,eng,,,
2634,N,,,,9780128141823,9780128141830,0128141832,(OCoLC)on1122919642,(OCoLC)1122919642,,53443089380002917,991023705296202917,"Characterization of nanoparticles : measurement processes for nanoparticles / edited by Vasile-Dan Hodoroaba, Wolfgang E.S. Unger and Alexander G. Shard.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACTIVE,"Elsevier,",Amsterdam :,©2020.,http://libproxy.sdsu.edu/login?url=https://www.sciencedirect.com/science/book/9780128141823,,False,,,,BOOK,,,,,,,,,,,,,,,,,,,,,,,Only local,,,,,,,,,POL-12982,eng,,,
2635,N,,,,9780128498705,9780128498705,0128498706,(OCoLC)on1127134230,(OCoLC)1127134230,(OCoLC)1229749602,53443089410002917,991023705291502917,"Advances in Smart Coatings and Thin Films for Future Industrial and Biomedical Engineering Applications / edited by Abdel Salam Hamdy Makhlouf, Nedal Y. Abu-Thabit.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACTIVE,"Elsevier,",Saint Louis :,2019,http://libproxy.sdsu.edu/login?url=https://www.sciencedirect.com/science/book/9780128498705,,False,,,,BOOK,,,,,,,,,,,,,,,,,,,,,,,Only local,,,,,,,,,POL-12982,eng,,,
2636,N,,,,0128147962,0128147970,9780128147979,(OCoLC)on1122564553,(OCoLC)1122564553,,53443089440002917,991023705296502917,Advanced nanomaterials for pollutant sensing and environmental catalysis / edited by Qidong Zhao.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACTIVE,"Elsevier,","Amsterdam, Netherlands ; Cambridge, MA :",[2020],http://libproxy.sdsu.edu/login?url=https://www.sciencedirect.com/science/book/9780128147962,,False,,,,BOOK,,,,,,,,,,,,,,,,,,,,,,,Only local,,,,,,,,,POL-12982,eng,,,
2637,N,,,,0128124555,9780128124550,9780128124543,(OCoLC)on1117447662,(OCoLC)1117447662,(OCoLC)1229751266,53443089470002917,991023705298702917,"High power impulse magnetron sputtering : fundamentals, technologies, challenges and applications / edited by Daniel Lundin, Tiberiu Minea and Jon Tomas Gudmundsson.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACTIVE,"Elsevier,","Amsterdam, Netherlands :",2020.,http://libproxy.sdsu.edu/login?url=https://www.sciencedirect.com/science/book/9780128124543,,False,,,,BOOK,,,,,,,,,,,,,,,,,,,,,,,Only local,,,,,,,,,POL-12982,eng,,,
2638,N,,,,9780128133576,0128133589,9780128133583,(OCoLC)on1124925435,(OCoLC)1124925435,,53443089500002917,991023705294402917,"Colloidal metal oxide nanoparticles : synthesis, characterization and applications / volume editor, Sabu Thomas, Anu Tresa Sunny, Prajitha Velayudhan.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACTIVE,"Elsevier,",Amsterdam :,[2020],http://libproxy.sdsu.edu/login?url=https://www.sciencedirect.com/science/book/9780128133576,,False,,,,BOOK,,,,,,,,,,,,,,,,,,,,,,,Only local,,,,,,,,,POL-12982,eng,,,
2639,N,,,,9780081027264,0081027265,9780081027844,(OCoLC)on1128797148,(OCoLC)1128797148,,53443089530002917,991023705288802917,Advanced ceramics for energy conversion and storage / edited by Olivier Guillon.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACTIVE,"Elsevier,",Amsterdam :,©2020.,http://libproxy.sdsu.edu/login?url=https://www.sciencedirect.com/science/book/9780081027264,,False,,,,BOOK,,,,,,,,,,,,,,,,,,,,,,,Only local,,,,,,,,,POL-12982,eng,,,
2640,N,,,,9780128161876,9780128161876,0128161876,(OCoLC)on1126217238,(OCoLC)1126217238,(OCoLC)1229460331,53443089560002917,991023705292502917,"2D Semiconductor Materials and Devices / edited by Dongzhi Chi, K.E. Johnson Goh, Andrew T.S. Wee.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACTIVE,"Elsevier,",San Diego :,2019.,http://libproxy.sdsu.edu/login?url=https://www.sciencedirect.com/science/book/9780128161876,,False,,,,BOOK,,,,,,,,,,,,,,,,,,,,,,,Only local,,,,,,,,,POL-12982,eng,,,
2641,N,,,,9780128191422,0128191430,9780128191439,(OCoLC)on1127908072,(OCoLC)1127908072,(OCoLC)1229802262,53443089590002917,991023705289702917,Dynamics of advanced sustainable nanomaterials and their related nanocomposites at the bio-nano Interface / edited by Niranjan Karak.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACTIVE,"Elsevier,","St. Louis, Missouri :",[2019],http://libproxy.sdsu.edu/login?url=https://www.sciencedirect.com/science/book/9780128191422,,False,,,,BOOK,,,,,,,,,,,,,,,,,,,,,,,Only local,,,,,,,,,POL-12982,eng,,,
2642,N,,,,012822083X,9780128220849,0128220848,(OCoLC)on1281904990,(OCoLC)1281904990,(OCoLC)1281131841,53443089620002917,991023705520702917,"Semiconductor nanodevices : physics, technology and applications / edited by David A. Ritchie.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACTIVE,"Elsevier,","Amsterdam, Netherlands ; Cambridge, MA :",[2021],http://libproxy.sdsu.edu/login?url=https://www.sciencedirect.com/science/bookseries/18762778/20,,False,,,,BOOK,,,,,,,,,,,,,,,,,,,,,,,Only local,,,,,,,,,POL-12982,eng,,,
2643,N,,,,9780081024348,9780081024355,0081024355,(OCoLC)on1125265165,(OCoLC)1125265165,,53443089650002917,991023705293602917,High performance silicon imaging : fundamentals and applications of CMOS and CCD sensors / edited by Daniel Durini.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACTIVE,"Woodhead Publishing,",Oxford :,2019.,http://libproxy.sdsu.edu/login?url=https://www.sciencedirect.com/science/book/9780081024348,,False,,,,BOOK,,,,,,,,,,,,,,,,,,,,,,,Only local,,,,,,,,,POL-12982,eng,,,
2644,N,,,,9780128213513,0323851312,9780323851312,(OCoLC)on1269212387,(OCoLC)1269212387,(OCoLC)1287869709,53443089680002917,991023705529102917,Semiconducting silicon nanowires for biomedical applications / edited by Jeffery L. Coffer.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACTIVE,"Woodhead Publishing,","Duxford, United Kingdom :",[2022],http://libproxy.sdsu.edu/login?url=https://www.sciencedirect.com/science/book/9780128213513,,False,,,,BOOK,,,,,,,,,,,,,,,,,,,,,,,Only local,,,,,,,,,POL-12982,eng,,,
2645,N,,,,9780081022610,,,(OCoLC)on1131862730,(OCoLC)1131862730,(OCoLC)1287868157,53443089710002917,991023705287402917,"Layered double hydroxide polymer nanocomposites / edited by Sabu Thomas, Saju Daniel.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACTIVE,"Woodhead Publishing,",Oxford :,2019.,http://libproxy.sdsu.edu/login?url=https://www.sciencedirect.com/science/book/9780081022610,,False,,,,BOOK,,,,,,,,,,,,,,,,,,,,,,,Only local,,,,,,,,,POL-12982,eng,,,
2646,N,,,,9780128156629,9780128156629,0128156627,(OCoLC)on1117448514,(OCoLC)1117448514,(OCoLC)1229510391,53443089740002917,991023705298402917,"Cerium oxide (CeO2) : synthesis, properties and applications / edited by Salvatore Scirè, Leonardo Palmisano.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACTIVE,"Elsevier,","Amsterdam, Netherlands :",2020.,http://libproxy.sdsu.edu/login?url=https://www.sciencedirect.com/science/book/9780128156612,,False,,,,BOOK,,,,,,,,,,,,,,,,,,,,,,,Only local,,,,,,,,,POL-12982,eng,,,
2647,N,,,,0128196602,9780128196601,9780323851817,(OCoLC)on1268113570,(OCoLC)1268113570,(OCoLC)1287864131,53443089770002917,991023705531702917,Silicon anode systems for lithium-ion batteries [electronic resource] / edited by Prashant N. Kumta [and more].,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACTIVE,"Elsevier,",Amsterdam :,2022.,http://libproxy.sdsu.edu/login?url=https://www.sciencedirect.com/science/book/9780128196601,,False,,,,BOOK,,,,,,,,,,,,,,,,,,,,,,,Only local,,,,,,,,,POL-12982,eng,,,
2648,N,,,,9780128165973,0128165979,9780128165973,(OCoLC)on1124280398,(OCoLC)1124280398,,53443089800002917,991023705295602917,Melt Electrospinning : a Green Method to Produce Superfine Fibers / Yong Liu [and 3 others].,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACTIVE,"Academic Press,","London ; San Diego, CA :",[2019],http://libproxy.sdsu.edu/login?url=https://www.sciencedirect.com/science/book/9780128162200,,False,,,"Liu, Yong.",BOOK,,,,,,,,,,,,,,,,,,,,,,,Only local,,,,,,,,,POL-12982,eng,,,
2649,N,,,,9780128239711,9780128241806,0128241802,(OCoLC)on1272991003,(OCoLC)1272991003,(OCoLC)1272957955,53443089830002917,991023705528002917,"Nanotechnology for Hematology, Blood Transfusion, and Artificial Blood [electronic resource] / edited by Adil Denizli [and more].",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACTIVE,"Elsevier,",San Diego :,2021.,http://libproxy.sdsu.edu/login?url=https://www.sciencedirect.com/science/book/9780128239711,,False,,,,BOOK,,,,,,,,,,,,,,,,,,,,,,,Only local,,,,,,,,,POL-12982,eng,,,
2650,N,,,,9780081025949,0081025955,9780081025956,(OCoLC)on1124290079,(OCoLC)1124290079,,53443089860002917,991023705295302917,"Nanostructured biomaterials for regenerative medicine / edited by Vincenzo Guarino, Michele Iafisco, Silvia Spriano.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACTIVE,"Woodhead Publishing,","Oxford ; Cambridge, MA :",[2020],http://libproxy.sdsu.edu/login?url=https://www.sciencedirect.com/science/book/9780081025949,,False,,,,BOOK,,,,,,,,,,,,,,,,,,,,,,,Only local,,,,,,,,,POL-12982,eng,,,
2651,N,,,,9780128223529,9780128223574,012822357X,(OCoLC)on1265463333,(OCoLC)1265463333,(OCoLC)1287882393,53443089890002917,991023705533402917,"Fundamentals and Properties of Multifunctional Nanomaterials / edited by Sabu Thomas, Nandakumar Kalarikkal and Ann Rose Abraham.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACTIVE,"Elsevier,",Amsterdam :,2021.,http://libproxy.sdsu.edu/login?url=https://www.sciencedirect.com/science/book/9780128223529,,False,,,,BOOK,,,,,,,,,,,,,,,,,,,,,,,Only local,,,,,,,,,POL-12982,eng,,,
2652,N,,,,9780128160060,0128162880,9780128162880,(OCoLC)on1125326889,(OCoLC)1125326889,(OCoLC)1229739484,53443089920002917,991023705292902917,"Compatibilization of polymer blends : micro and nano scale phase morphologies, interphase characterization, and properties / edited by Sabu Thomas, A.R. Ajitha.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACTIVE,"Elsevier,","Amsterdam, Netherlands :",[2020],http://libproxy.sdsu.edu/login?url=https://www.sciencedirect.com/science/book/9780128160060,,False,,,,BOOK,,,,,,,,,,,,,,,,,,,,,,,Only local,,,,,,,,,POL-12982,eng,,,
2653,N,,,,9780128216392,0128216395,0128216409,(OCoLC)on1265085886,(OCoLC)1265085886,(OCoLC)1287876623,53443089950002917,991023705535102917,"Polymer nanocomposites containing graphene : preparation, properties, and applications / edited by Mostafizur Rahaman, Lalatendu Nayak, Ibnelwaleed A. Hussein, Narayan Chandra Das.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACTIVE,"Woodhead Publishing,",Duxford :,2022.,http://libproxy.sdsu.edu/login?url=https://www.sciencedirect.com/science/book/9780128216392,,False,,,,BOOK,,,,,,,,,,,,,,,,,,,,,,,Only local,,,,,,,,,POL-12982,eng,,,
2654,N,,,,9780081025598,9780081025604,0081025602,(OCoLC)on1121477522,(OCoLC)1121477522,(OCoLC)1149426371,53443089970002917,991023705297102917,"Semiconductor gas sensors / edited by Raivo Jaaniso, Ooi Kiang Tan.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACTIVE,"Woodhead Publishing,",Oxford :,2019.,http://libproxy.sdsu.edu/login?url=https://www.sciencedirect.com/science/book/9780081025598,,False,,,,BOOK,,,,,,,,,,,,,,,,,,,,,,,Only local,,,,,,,,,POL-12982,eng,,,
2655,N,,,,9780128169575,9780128169568,0128169567,(OCoLC)on1119630287,(OCoLC)1119630287,,53443090010002917,991023705297902917,"Rheology of polymer blends and nanocomposites : theory, modelling and applications / edited by Sabu Thomas, Sarathchandran C., Nithin Chandran.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACTIVE,"Elsevier,",San Diego :,2019.,http://libproxy.sdsu.edu/login?url=https://www.sciencedirect.com/science/book/9780128169575,,False,,,,BOOK,,,,,,,,,,,,,,,,,,,,,,,Only local,,,,,,,,,POL-12982,eng,,,
2656,N,,,,0-12-821791-X,0128218193,9780128218198,(OCoLC)on1269213012,(OCoLC)1269213012,(OCoLC)1287874415,53443090040002917,991023705528602917,Advances in chemical mechanical planarization (CMP) / edited by Suryadevara Babu.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACTIVE,"Woodhead Publishing,","Duxford, United Kingsom :",2022.,http://libproxy.sdsu.edu/login?url=https://www.sciencedirect.com/science/book/9780128217917,,False,,,,BOOK,,,,,,,,,,,,,,,,,,,,,,,Only local,,,,,,,,,POL-12982,eng,,,
2657,N,,,,0128164212,0128166185,9780128166185,(OCoLC)on1125327467,(OCoLC)1125327467,(OCoLC)1127203027,53443090070002917,991023705292802917,Hydrogels based on natural polymers / edited by Yu Chen.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACTIVE,"Elsevier,","Amsterdam, Netherlands :",[2020],http://libproxy.sdsu.edu/login?url=https://www.sciencedirect.com/science/book/9780128164211,,False,,,,BOOK,,,,,,,,,,,,,,,,,,,,,,,Only local,,,,,,,,,POL-12982,eng,,,
2658,N,,,,9780128224151,0128224150,9780128224359,(OCoLC)on1265084435,(OCoLC)1265084435,(OCoLC)1287877632,53443090100002917,991023705536402917,Handbook of functionalized nanomaterials : environmental health and safety / edited by Chaudhery Hussain and Vineet Kumar.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACTIVE,"Elsevier,",Amsterdam :,2021.,http://libproxy.sdsu.edu/login?url=https://www.sciencedirect.com/science/book/9780128224151,,False,,,,BOOK,,,,,,,,,,,,,,,,,,,,,,,Only local,,,,,,,,,POL-12982,eng,,,
2659,N,,,,9780128184486,9780128184493,0128184493,(OCoLC)on1124608957,(OCoLC)1124608957,,53443090130002917,991023705295002917,"Failure Modes, Effects and Causes of Microbiologically Influenced Corrosion : Advanced Perspectives and Analysis / Reza Javaherdashti, Farzaneh Akvan.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACTIVE,"Elsevier,","Amsterdam, Netherland ; Cambridge, MA :",[2020],http://libproxy.sdsu.edu/login?url=https://www.sciencedirect.com/science/book/9780128184486,,False,,,"Javaherdashti, Reza, author.",BOOK,,,,,,,,,,,,,,,,,,,,,,,Only local,,,,,,,,,POL-12982,eng,,,
2660,N,,,,9780128215920,0128215925,0128215933,(OCoLC)on1264457596,(OCoLC)1264457596,,53443090160002917,991023705537602917,Sustainable materials solutions for solar energy technologies [electronic resource] / edited by Mariana Amorim Fraga [and more].,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACTIVE,"Elsevier,",Amsterdam :,2021.,http://libproxy.sdsu.edu/login?url=https://www.sciencedirect.com/science/book/9780128215920,,False,,,,BOOK,,,,,,,,,,,,,,,,,,,,,,,Only local,,,,,,,,,POL-12982,eng,,,
2661,N,,,,9780128197486,9780128200704,0128200707,(OCoLC)on1122460298,(OCoLC)1122460298,,53443090180002917,991023705296802917,Crystal Growth of Si for Solar Cells Using Cast Furnaces / Kazuo Nakajima.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACTIVE,"Elsevier,",San Diego :,2019.,http://libproxy.sdsu.edu/login?url=https://www.sciencedirect.com/science/book/9780128197486,,False,,,"Nakajima, K. (Kazuo)",BOOK,,,,,,,,,,,,,,,,,,,,,,,Only local,,,,,,,,,POL-12982,eng,,,
2662,N,,,,9780128149447,0128149450,9780128149454,(OCoLC)on1127392964,(OCoLC)1127392964,(OCoLC)1259584900,53443090220002917,991023705290902917,"Biomimetic nanoengineered materials for advanced drug delivery / edited by Afeesh Rajan Unnithan, Arathyram Ramachandra Kurup Sasikala, Chan Hee Park, Cheol Sang Kim",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACTIVE,"Elsevier,","Amsterdam, Netherlands :",2019,http://libproxy.sdsu.edu/login?url=https://www.sciencedirect.com/science/book/9780128149447,,False,,,,BOOK,,,,,,,,,,,,,,,,,,,,,,,Only local,,,,,,,,,POL-12982,eng,,,
2663,N,,,,0128232706,9780128232705,,(OCoLC)on1263875521,(OCoLC)1263875521,(OCoLC)1287869784,53443090250002917,991023705538202917,"Functionalized nanomaterials based devices for environmental applications / edited by Chaudhery Mustansar Hussain, Sudheesh K. Shukla and Girish M. Joshi.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACTIVE,"Elsevier,",San Diego :,2021.,http://libproxy.sdsu.edu/login?url=https://www.sciencedirect.com/science/book/9780128222454,,False,,,,BOOK,,,,,,,,,,,,,,,,,,,,,,,Only local,,,,,,,,,POL-12982,eng,,,
2664,N,,,,9780128147276,012814727X,9780128147283,(OCoLC)on1128195881,(OCoLC)1128195881,,53443090280002917,991023705289102917,"Characterization techniques for perovskite solar cell materials / edited by Meysam Pazoki, Anders Hagfeldt, Tomas Edvinsson.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACTIVE,"Elsevier,",Amsterdam :,©2020.,http://libproxy.sdsu.edu/login?url=https://www.sciencedirect.com/science/book/9780128147276,,False,,,,BOOK,,,,,,,,,,,,,,,,,,,,,,,Only local,,,,,,,,,POL-12982,eng,,,
2665,N,,,,9780128229064,0128229063,9780128230909,(OCoLC)on1265524104,(OCoLC)1265524104,(OCoLC)1287875147,53443090310002917,991023705533002917,"Cellulose nanocrystal/nanoparticles hybrid nanocomposites : from preparation to applications / edited by Denis Rodrigue, Abou el Kacem Qaiss and Rachid Bouhfid.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACTIVE,"Woodhead Publishing,",London :,2021.,http://libproxy.sdsu.edu/login?url=https://www.sciencedirect.com/science/book/9780128229064,,False,,,,BOOK,,,,,,,,,,,,,,,,,,,,,,,Only local,,,,,,,,,POL-12982,eng,,,
2666,N,,,,9780081026809,0081026811,9780081026816,(OCoLC)on1121477501,(OCoLC)1121477501,(OCoLC)1124353028,53443090330002917,991023705297302917,Biointegration of medical implant materials / edited by Chandra P. Sharma.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACTIVE,"Woodhead Publishing,",Oxford :,[2020],http://libproxy.sdsu.edu/login?url=https://www.sciencedirect.com/science/book/9780081026809,,False,,,,BOOK,,,,,,,,,,,,,,,,,,,,,,,Only local,,,,,,,,,POL-12982,eng,,,
2667,N,,,,9780128199718,0128227559,9780128227558,(OCoLC)on1264412818,(OCoLC)1264412818,(OCoLC)1287875237,53443090370002917,991023705537802917,"Microfluidic devices for biomedical applications / edited by Xiujun (James) Li, Yu Zhou.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACTIVE,"Woodhead Publishing,",Oxford :,2021.,http://libproxy.sdsu.edu/login?url=https://www.sciencedirect.com/science/book/9780128199718,,False,,,,BOOK,,,,,,,,,,,,,,,,,,,,,,,Only local,,,,,,,,,POL-12982,eng,,,
